text,label
damn another broken heart   i keep my bitches by the 2s nigga noahs ark,1
princess tali demands to play kitty fetch   or else she will make sad crying noises,1
the accuracy  loudly_crying_face   loudly_crying_face  do n t ignore us httpurl,0
why tf are you sitting on the table that  s meant for 6 people when there  s only two of you   are you trying to shoot porrrrrn   ffffff,0
idk if i like this new haircut or not lol,1
starboy for aida   tiana   cc   vxidlydia ib   insane grimes   vine by    httpurl,0
alexandrea  s house is now following me on twitter   thank you alexandrea  s house   say hello     httpurl httpurl,0
rt    one million       i love you all httpurl,0
family of jose cruz says this witness picture shows the off duty officer shooting the teens in their car   httpurl,1
rt    we  re getting taken to church    is bringing down the house     this song will never get old,1
be careful of reading health books   you might die of a misprint       mark twain,0
user   talltreehealth httpurl,0
hospital work is the best shutdown for unwanted flirting     i spend my day with poop   butts and gore     sexy,1
south charlotte lifestyle magazine httpurl,0
rt    go lang team   go tweeting paytforyourdreams yong,0
advanced dentistry las vegas httpurl httpurl,0
i block every random account that follows me as if they  re someone suspect tryna creep     eyes,1
exactly   httpurl they make customs ones too   generic ones can be viewed from the store page,0
yeah     i  m just gonna attack him   i  m not too big into drug deals,1
top 5 ts songs bc i wanna know httpurl,0
rt    a gentleman s guide to love and murder will kick off national tour in september   schedule set       httpurl,1
you do n t have the witnesses   material   people with your back   made too manyenem     httpurl,0
check out this great little book now     httpurl,1
phil   andy   i would like to see willie   barnacle   and select others   no one that lies or interrupts   this v     httpurl,0
calum,1
rt    1d won best touring artist and harry   louis chose again to stand together     httpurl,1
remember kids   always stay safe   do n t hurt yourself where you  re not supposed to,0
my little sisters school payed for her to go to a recording studio tomorrow,1
be careful if you hit the gym today    do n t make eye contact  face_with_tears_of_joy   face_with_tears_of_joy          httpurl,1
miss   you got games on your phone     in the flesh  red_heart   st   john missionary baptist church epa   ca httpurl,0
rt    this is not fair    confounded_face   confounded_face   confounded_face  httpurl,0
i really dislike you,0
hugs   you  re brilliant and i have faith in you     sending good vibes your way   deep breaths and keep calm like jem,0
unhappy at work    httpurl,1
there are also people who manipulate and use you   and another   is people who always have something bad to say about someone else,0
overcome depression   being overweight and heart problems to be analyzed   wmky   httpurl,1
i do n t drink but that looks amazing,1
get started    face_with_tears_of_joy,1
i salute her  httpurl,1
user   caseyandrs 27 httpurl,0
i  m not to concerned     no one really believes that idiot       httpurl,0
in canada   only 1 out of 5 children who need mental health services receives them   httpurl,1
repeat drink driver catherine butcher in caught again   courier mail   depression treatments   httpurl,1
another way to counter    httpurl,1
makes sense   since photos are particles by nature   and a beam of concentrated one would mean that it is dense and solid like,0
happy new year   httpurl,0
it will when families start raising their voice in outcry   not hanging their heads in shame,1
dude it  s a line from a movie lmaoo,0
please   do n t tie my lord to your worthless creep       httpurl,0
allentown moving companies httpurl,0
i hope so too,1
case of disc prolapse at c5   c6 and l5   s1     treatment       httpurl,1
thanks for the suggestion,0
user   homemortgage 9 httpurl,0
i hate snow   i love snow   i hate that i love snow,0
nobody deserve to be an option   yong backtomanila,0
u did a gr8 job in bigg boss weekend ka waar we all shocked with ur action and bda mza aaya dekh kr  face_with_tears_of_joy   face_with_tears_of_joy   winking_face_with_tongue   winking_face_with_tongue,0
tomorrow   up at 5 30   get ready   rush hr traffic to 8am appt then long traffic drive back after 50 mins of irritation   repeat every thursday,1
any   so no,1
insane   ill informed   absolutely no evidence regaining the status of the old soviet union would al     httpurl,0
private server     with brazilian dudes     are   are you cheating on me,0
rt    brandon is a mess   total fraud just like our media   no one drinks jeager   disgusting     jfk httpurl,0
funny story   you  re a prick   kcya,1
he  s my favorite in that movie   i like him waaaayyyy more than rey   i wish they made him force sensitive like a jedi too,0
selling scotts valley httpurl,0
our new president can t write with either hand       httpurl,0
you are a slick propagandist joe no socks   a one eyed jack   we have all seen the other side of you trump face   httpurl,0
rt    westbrook in the all star game when he sees kd call for the ball httpurl,0
natural rosacea care leader   probiotic action offers new probiotic cleanser for rosacea patients following the fda     httpurl,1
please let the plane crash,0
rt    50 cent made rick ross t shirts lmfaooooo httpurl,1
the way to make a small fortune in the commodities market is to start with a large fortune,0
my class is literally just listening to over played and bad songs on our school radio while doing nothing someone save me from boredom,1
this is lie   however   your crowd did much worse at every   selfish   rally you held all year       httpurl,0
turn back you still have your entire life ahead of you,1
casually singing horribly to broken pieces by  because i  m sick and i do what i want,1
i love talking to my bestie     he  s the best    3 him so much,1
could n t have put that better mate    ok_hand,1
glad this negro fucked my sleep sched up   _,1
rt      update   crystal said lydia was one of the most important people in allison  s life   she literally died for her,0
if patrick bitchass chung would n t have been holding like a dumbass we would n t have even went to ot   fuck   fuck   fuck,1
king cleaners httpurl,0
end the isolation and connect   by joining an education or support group   tops the ncadd list of actions to take     httpurl,1
3 people followed me     automatically checked by httpurl,1
at the same time it makes me sad like     please never let me get this out of touch,1
not sure when i picked up this level of heartlessness but man   it  s scary to think about it,0
user   harmonyclinics httpurl,0
rt    my eyebrows have n t been done in months but these are ok httpurl,0
me too,1
gudmorning middle east paytforyourdreams yong,0
i wanna go kick it with some monks in asia and practice bhuddism    lol,1
rt    life is a roller coaster   its has its up and down but itsy your choice to cream or injoy the ride   fivereasonstofallow yong,0
user   finestknifear httpurl,0
most of our offense was second string lol httpurl,1
mini human brains made from stem cells   depression treatments   httpurl,1
power outage in my neighborhood   green acres   barron park     anyone else in palo alto,1
okay i  ll see what i can work out,0
what a fine mess we can expect       httpurl,0
whose down to get drunk with me right now,1
rt    if you can t handle my sarcasm then lol bye,1
rt    if you have insomnia you can t sleep httpurl,0
a day without sunshine is like night,0
azis is the pinnacle of gay,1
rt    this is so true   httpurl,1
can you recognize a food  when it  s right in front of you,1
i have truly been enlightened and fucked up tonight thank u,0
rt    if we are to get any hashtag to trend it  s going to be this one,1
rt     good for you   well done     i think we  ve done alright in terms of sales and i  ve happened to write o,1
you havent even seen my figure,0
looks like this was good timing,0
lol   another loser,1
yes short hair adelaide rise       httpurl,0
rt    party party party   tuesyong tilltheend,0
rt    indeed   httpurl,1
alcoalert ignition interlock device httpurl,0
i have a pet dragon are you peanut butter and jealous,1
rt    isaiah thomas is the highest scoring point guard in the east  rt to vote for it   httpurl httpurl,0
any way to reduce nausea and stomachache from magnesium supplement   mag   aspartate   citrate   orotate     httpurl,1
take care not to let any demons possess your body while you sleep,0
rt    work work work work we go out from home,0
his old shit get me more than his new shit,1
lolol   tang mana nya pretty tu   aish   would love to lepak lepak with you too,0
rt    my true favourite superhero httpurl,1
u look miserable atdjsjhshs honestly me drinking alcohol,0
rt      happiness is not the absence of problems   but the ability to deal with them     charles de montesquieu,1
rt    shopping for clothes in korea is wild httpurl,0
rt    ca n t wait to talk to some of you in person about being happier   over coming depression   especially 1 on 1 at magcon  smiling_face,1
i do n t have a manly photo,0
weirdest new years eve tradition     not celebrating anything idk httpurl,1
advanced periodontal services   pc httpurl,0
parent  s guide to mental illness    httpurl,1
i  m perfect,1
amazinx hu httpurl,0
circle  s end   depression therapy   how the arts help the elderly and cognitively       httpurl,1
strategies for living well without depression nobo       bloggy   httpurl,1
where tf my homie sonnik at,1
i dont feel bad at all   but i know that i  m supposed to feel bad about it though,0
rt    everybody loves raymond  s ray romano   patricia heaton mourn sawyer sweeten  s death httpurl,1
rt    39   with that being said   women are also dumb bc y all know y all dating a fuckboy but y all cry and stay bc you want him,0
yeah   i still have much to do     i can t put it off indefinitely,0
depression treatments   the surprising reason americans might be obese   anxious and depressed   truth out   httpurl,1
rt    what have you done luke httpurl,1
rt    lebron james defends the land       musical_score     httpurl,0
acupuncture improves depression   anxiety for pcos   healthcmi   depression treatments   httpurl,1
bulging disc   lower back   httpurl,1
haha   the changes in music is happening so fast i want it to be the way it used to be,1
plz dm,1
tanning httpurl,0
yup   i can see it,1
i wonder how you did n t know this though   i  ve known since 8th grade in middle school,1
rt    looking for adventure   visit boulder   colorado with  httpurl httpurl,1
i  m now sat working away with  the very best on lol     httpurl,1
rt    so do n t let me do n t let me do n t let me down do n t let me down down down gopayt dreamteamyong,0
time for some naps and supernatural   i  m pretty much done today,1
i  m doing insanity max   30  trade_mark    tabata power in team beachbody  s supergym   join me   go to httpurl,1
rt    harden on very close game with spurs despite 6 38 from three     we  re not just a 3   point shooting team   we  re an extremely g,0
let  s go,0
your partner can t read your mind    httpurl,1
has your partner been diagnosed with  personality disorder   httpurl,1
also   i have too much stuff   way   way too much,1
i love tha t httpurl,0
what is    httpurl,1
sessions takes on racism charges   pledges to recuse himself from clinton probes  httpurl,0
this as well       httpurl,0
how do you manage the  at your job,1
rt    and lo   the  hath spoken     no control   is now an official option in our song of the summer poll   vote   httpurl,1
rt    sports commentators commentating a romantic anime scene httpurl,0
how can the 65 000   000 help   our numbers will and can be trumps waterloo       can you imagine if all 65 0     httpurl,0
this honeybaked sliced turkey is really good   thanks to my friend sharon for bringing it over the other day,0
home remedies to get rid of a headache   httpurl,1
every single person i talked to at that place was so nice and understanding and perfect,1
hugs   thank you   things have been rough so i needed that   you  re so sweet   it means a lot,0
i lov e my man so mcuh httpurl,0
moving bags   httpurl,1
universal fitness pt httpurl,0
talk business   learningtolivewithnoshadowofdepression   httpurl,1
death is life  s way of telling you you  ve been fired     r   geis,0
how do i get rid of a headache without medication   httpurl,1
it  s probably one of those magic mirrors that tells him he  s the greatest and has the best hair everyday    unamused_face,0
sleepy kitty httpurl,1
rt    it  s hard for me to empathize with those of you who are upset about the recent killing of an innocent     httpurl,1
how to react       office of the presiddent   office of the man       which carries the approv     httpurl,0
take care not to let any demons possess your body while you sleep,0
tricks to help reduce    httpurl,1
donna foster is now following me on twitter   thank you donna foster   say hello anytime   i     httpurl httpurl,0
i gotta pick one talent tho and if it was my choice of course i  d say football,1
anak tunggal   we are all drama queens,0
the swamps of northwest louisiana has many many many things flying in the air,1
rip in piece,0
rt     we  ve now set up  go fund me page   pls share 160 miles on a 30yr old bmx   httpurl,1
putnam swimming pool service   inc   httpurl,0
i  ll let everyone in on what happened tomorrow,1
rt    waiting for bedtime like httpurl,1
oooo you got some spillin to do,1
i must take my lamictal,0
bias when it comes to expressing    httpurl,1
workout done   increased my max out time by 2 minutes and did n t modify as much def feeling stronger       httpurl,1
fuck you f  your cartoon fake yhvh fuck his stupid sun glasses and fuck the archangels and fuck their sunglasses,0
can you complete this quiz   httpurl,1
rt    this defensive play by  is tonight  s  moment presented by    httpurl,0
alternative health   herbs remedies feverfew leaf capsules   60   count bottle httpurl,1
lets fangirl together michael jabsos soa,1
4 easy moves that rev your metabolism via httpurl   httpurl,1
no stop watching     you gon say some haterish shit n ima be mad at you lol,1
ik these are just will  s headcanons but it  s one of the single good things he  s said so,0
rt    looking for performers   producers   directors   past   present   in uk adult film industry to take part in initial interviews,1
rt    dear media   pls focus   even if he tweets out attacks vs kittens   even if he names darth vader senior advisor   focus   httpurl,0
effects of verbal abuse on    httpurl,1
have you ever had that awkward moment when you accidentally follow someone so you unfollow them then they follow you and it  s just like ok,1
actually i loved all the grammy museum performances but ootw     wow i am a changed woman,0
rt    bro you are taking the prevent defense just a little too far httpurl,0
sarah   mcneill   zink is now following me on twitter   thank you sarah   mcneill   zink   say h     httpurl httpurl,0
yall see that pistachio commercial with welvin in it   lol,1
i do n t even know 5 characters    face_with_tears_of_joy,0
i  m such a bad influence   lmao,0
hey did yall know that i would die for tyler garcia posey,0
rt       i read my sister  s diary and all it said was   i talked to the christmas tree today,0
i make   8 87 an hour   it  s not really a fortune,1
becoming more resistant    httpurl,1
i want satan to come into my millennium and smash a megiddo ark over my head   killing me instantly,0
user   residential carpet cleaning httpurl,0
rt    win my prizepack   celebrating 3yrs of httpurl  to enter     video   httpurl,1
his vocals   his sexyness   his music   his charisma   his smile   his eyes   his hair,0
he really is proud of his nazi heritage   he says 65 000   000 us citizens are losers listed in an earlier tweet   httpurl,0
especially when it  s to the people you secretly hate and they get so happy and you  re like   that stupid bitch will never know,1
same but still,1
it burns more and you bleed more,1
the biggest mood,0
rt    one direction looks so cute tonight,1
rt    thanks for the sex   homie,1
friday fitness funny  face_with_tears_of_joy       httpurl,1
rt      i  m so sick of vegans   vegetarians shoving their lifestyle choices down our throats all the time   httpurl,1
sending u all the good vibes,0
when you do not know what you are doing   do it neatly,0
if you hear screaming   it  s just because a bug got within 10 feet of me,1
you will be one of the most unpopular presidents going into office   how will you spin that,0
rt    westbrook embraced the giving season tonight   racking up his 5th game this season with at least 30 pts and 15 ast   httpurl,0
thanks for reminding me that alabama plays clemson for the college football national championship tonight   something useful from u,0
ces 2017   the sirius a is a pocket pc with more ports than your laptop httpurl,0
oh yes   my criminal record   the only thing illegal i  ve done is absolutely killin it on the dancefloor   haha just kidding   i  ve killed a man,0
does increased  lessen obesity   httpurl,1
hahahah   dah fikir nak beli   also i found something way cheaper   more durable   and comes in faster   ultrasabers   3 weeks dapta,0
i believe the answer was in the briefing yesterday        flag_in_hole         httpurl,0
says you   friends today   family tomorrow,0
those spoilers were r ight       my ass is gone   its in sapce,0
could you direct message me   we are working on a story about last night  s shooting   our condolences about your friend jabri,1
rt    i can t believe my naked legs are on the front of our tour program   lol httpurl,1
new york primary service httpurl,0
do n t tempt fate,0
reimagining hope   an interview with simon watney   huffington post   depression treatments   httpurl,1
sharing     httpurl,1
aboutus   users httpurl httpurl,0
night,1
rt     this i promise you,0
rt    life does n t have any hands   but it can sure give you a slap sometimes   wearepayting foryong,0
thank u,1
rt    the weather outside is frightful     but our makes are so delightful   here  s a sneak peak of october issue  s projects   httpurl,1
why do you love working as a nanny,1
at least it  s relatively cool out this week since our upper level ac can t easily be fixed and it  s no fun sleeping in a sauna,1
rt    fuck cancer   honestly   fuck cancer   first david bowie and now alan rickman   stop taking away brilliant people before th,1
i listen to this or a handful of other   space   mixes most nights before i sleep and i love it       anyways goodnight,0
joe   democratic party has   collapsed   httpurl via  agreeing with putin   lies do n t fly with those that know better,0
user   sunil 84379 httpurl,0
rt    if you can t handle me at my worst then do n t bother because that  s pretty much the level i operate at,0
rt    this is why this generation takes so long to poop   httpurl,1
what kind   lol,1
do n t tell me congrats or hbd lol lightweight petty but spell my shit out,0
northwoods pediatric center httpurl,0
can you feel the world closing in on you      we  re watching you make all your corrupt moves   we  re     httpurl,0
gronk spike that  s what i like to see,1
early stories   1953 1975 httpurl,1
hoes   all yall,0
rt    happy    crafters   if you need a bit of a pick me up to get you started   check this out   httpurl,1
you and putin   httpurl,0
how could you be so heartless,1
rt    clemson   instant classic   httpurl,0
rt     i  m not a slut,1
how to deal with fetal  syndrome    httpurl,1
he even sits next to you httpurl,1
i fell in love with a    httpurl,1
whoopi   trump  s private security will turn into   stormtroopers     breitbart httpurl,0
cmon now surely it  d be classier than that   surely,1
how about we eat it forward,1
aleph was thrown outside the center,0
being nice to your parents improves your chances of finding true love   overcome depression   httpurl,1
and this is ok with you     httpurl,0
the sunshine avenue   who  s to blame for the atlanta storm chaos     abc news   httpurl,1
seriously   if you do n t mind me asking   why,1
i wonder if the bible will burst into flames when  puts his hand on it at his inauguration,0
anxiety is a bitch,1
ceo of the bridge homeless shelter says dallas does n t have enough beds for the more than 200 who stay in tent city   httpurl,1
there  s a salad dressing that has the power to make me drool just thinking about it,1
naww you dont have to     its,0
hopefully shes nice though   shes retiring this month and she told the other lecturers that she liked me   so yay   rant over,0
rt    michael clifford spotted driving recently    julz httpurl,1
when you think you see a bug and you jump and gasp before realizing it  s an eye floater,1
httpurl about   web analysis   httpurl,1
what time early,1
your freaking gourgeous     please stay strong for everyone      3,1
holy shit i did it httpurl,1
i am in way too good of a mood considering it  s past midnight     my bestie is to blame for that    3 him,1
yasss my love,1
rt     absolute pleasure,1
zayn for best video quote   reply with the following hashtags      httpurl,0
rt    hope the holidays are going swell everyone    hang loose and keep the love strong  call_me_hand   red_heart,0
gross,1
omg no i would die if i drank anything in this sick   sleep deprived state,1
a and r carpet and upholstery inc   httpurl,0
so i  m always glad when performers continue with the show instead of breaking character and yelling at an audience member,1
apparently my contact andrea has tweeted for the first time   whoop   x,1
were they   kids   in florida with you and mika,0
haha   i  d have to do some more research   i  m gonna be a history major next semester so this is like porn to me,1
thankyou   appreciate it,0
would u be my friend   and if u would culd i tweet u by direct message   wonder if i wuld ever meet u   blessings angie,1
the problem with rich people is that i  m not one,1
honestly the flower crown one is still my fave u are truly a disney princess,0
hogtown mascots inc   httpurl,0
trump recorded having extremely lewd conversation about women in 2005 httpurl that was enough       but there is so much more,0
this one httpurl,1
reducing separation  in preschoolers   httpurl,1
rt    5sos also got   1 album in ireland,1
amazing results of positive thinking   if you want to get amazing results of positive thinking pdf ebook copy     httpurl,1
he can t let go   like a child or someone with a problem   httpurl,0
eargasm,1
yhvh is a cool guy and a reliable friend,0
user   111lakes httpurl,0
love is what makes you smile yong backtomanila,0
i feel bad for derek fisher    and knicks fans everywhere,1
q     what is the burning question on the mind of every dyslexic existentialist     a     is there a dog,0
why did u     slide over a bootleg copy then   what did you slide over,0
enter to win a 1 year supply of vega   vitamix blender     1500 for your  httpurl,1
rt    i  m done trying,1
latest fake news skirmish   you must fight for your right to define   partied     hot air httpurl cover ups need cover upers,0
thanks for the follow   rt   xx,1
junior year is already flying by    south dakota state university httpurl,1
a little caution outflanks a large cavalry     bismarck,0
rt    if this ain t me   idk what is httpurl,0
i just dyed the blonde part of my hair red   looks like i change my mind a lot,1
past tense   depression days in milan produced happy music   happy social events   overcome depression   httpurl,1
nah i was at work but i might live tweet in a bit when i watch,0
rt    president obama     my fellow americans   it has been the honor of my life to serve you   i wo n t stop     httpurl,0
no not really,0
trump handling him fine    almost committed treason in tweet about   putin very smart         gop handling putin       httpurl,0
user   sheilamassageshiatsustudio httpurl,0
play  by zayn and taylor,0
my sexual ortientation,0
rt    as a boyfriend you should never have girls looking at your girlfriend thinking   only if she knew,1
talk business   importantcriteriaforremediesfordepressionupdated   httpurl,1
kya its a tie wearepayting foryong,0
hahaha hopefully i  ll look just as fine as him when i reach his age,0
daw thanks      3,1
pretends i dont know,0
selfieeeeee     httpurl,1
rt    maybe you  re still here yong backtomanila,0
rt     yeah super proud,0
rt    if you  re reading this i most likely will make you win in the future   just make sure to stay around   stay retweeting,1
what would a perfect  look like to you,1
i hate society because it defines actions for you without your intent or consent   mfers a poke on fb is the same as a wave or a smile,1
please ignore previous fortune,0
casually sending random pickup lines to,1
joe talked about mariah most of the day 1 1  2017   much less about the party he attended 1 12017 flew to     httpurl,0
elite business owner is now following me on twitter   thank you elite business owner   say h     httpurl httpurl,0
turns out my mom is a total weeb,1
morning motivation  red_heart  httpurl,1
this is going to be my wedding cake   httpurl,1
hello   my name is batman   you killed my father   prepare to die,0
eh   as long as we do n t all start talking completely in hashtags   i  m cool   enjoy away,1
really jus played ufc for like 3 hours lol,1
the new westminster dictionary of church history   volume one   the early   medieval   and reformation eras httpurl,1
rt    bill belichick is the 5th coach in nfl history with 200   wins with one team   that  s quite the company    clapping_hands   clapping_hands   clapping_hands  httpurl,0
are you calling me invisible,0
rt    best trick or treating i  ve ever done   thank you   smiling_face_with_heart eyes  httpurl,1
rt    my tinder match   everyone     httpurl,0
rt    on that drive   tom brady passes dan marino   61 361   for the fourth most passing yards in nfl history,0
i mean   value added,0
and to those of you that think you have n t done much   small amounts of support in large quantities still makes a big difference,1
rt    president barack obama leaves the presidency with an impressive gain of 15 5 million jobs since the recovery began in february,0
standale siding of walker httpurl,0
that  s sweet but i am on the chubby side and my body needs to be thinner to be healthy   delicate bones   y see,1
i  m doing    fire 60 class in team beachbody  s supergym   join me   go to httpurl,1
helicopter  ruining generation   httpurl,1
i  ll make you holla for a dolla,1
a person with mental illness    httpurl,1
unemployment rates for states   nov 2016     penn  5 7       mich      4 9      ohio      4 9      wis    4 1 source   us   bureau of labor   available to you,0
do you      httpurl,1
rt    congratulations to the exceptionally talented and well deserved  for receiving her hollywood  st,0
down with messians,0
n today def a curl day not beat for nap fros yadiggg,1
they ain t woke up yet smh httpurl,0
do you fancy putting your boots on for us  on may 9th for    httpurl,1
if you support these things you are supporting their slaughter   no need to race horses or police to use them httpurl,1
lexus of clearwater httpurl,0
she   the kids and one of my stepsisters are gone for 2 weeks  smiling_face_with_heart eyes   smiling_face_with_heart eyes   smiling_face_with_heart eyes      bottle_with_popping_cork   party_popper   confetti_ball,0
well yikes httpurl,0
those that already gave up on me will only miss out on the legend thats all,1
rt    luke_hemmings_who,1
deckporchpatio httpurl,0
rt    me gooooo i love yooooooooooooong paytforyourdreams yong httpurl,0
health on pinterest   15 images on anger management   anger issues and       httpurl,1
aquapressure cleaning httpurl,0
rt    when ur family is all roasting you at thanksgiving dinner an then ur grandma steps in and says to leave u alone httpurl,1
also everytime i type veronica i get bad shivers bc that  s my step moms name but lemme brave it for riverdale and my girl veronica lodge,0
i  m glad i was able to defend myself     said a 61   yr old terrell woman who shot at a pair of home intruders   hear from her at 4 30 on cbs 11,1
wrong as usual   the world got gloomier once you won the election   you  re gonna a fuck up the country   man,0
i dreamt about a food pill that would take all of my cooking and shopping and ordering anxiety away and then i google found you,1
went from netflix and chill to hulu and commitment,1
goodnight solazz,1
she  s level 5   has no ammo and armed with a machete,1
tablets 4rental httpurl,0
16 healthy   and yummy   prerun meals and snacks   via runner  s world httpurl,1
rt    be safe out here my niggas httpurl,1
rt    demarcus cousins   55 points on 17 28 fg   5 8 3   16 17 ft     the game winning block   he also was ejected and then un ejecte,0
vienna on a beautiful sunday morning   httpurl,1
rt    so   true   httpurl,1
i feel like this would be a post an a homura confessions blog or something,1
rt      picture   new picture of adelaide   she looks beautiful     httpurl,0
what do you do if you have ocular migraines   httpurl,1
rt    malum will rise    httpurl,1
rt    tyler lydon joins hakim warrick in syracuse block lore    httpurl,1
rt    why is everyone tweeting about omelets,0
done and done   haha,0
i  ll be fine   i just need to not think about my job for 11 days,1
rt    lets all thank god malaysia is bloody hot then httpurl,0
ford president says plant will not be built due to lower demand   if plant to be built it would have b     httpurl,0
rt    unless you try to do something beyond what you have already mastered   you will never grow,0
ate something   drank something   took some meds   head still hurts   guess i  m destined to be miserable,1
rt    marley   zena on  looking fab after rescue from owner who let them to almost starve   owning a dog is a priv,1
poor poor mary ann helped this woman for an hour while we went about our business with occasional giggle fits in the back,1
who wear turbans are being    httpurl,1
a sorry dude     httpurl,0
they hate me smh lmaoo,0
i love descendants and this was very cute and awesome   great job,0
finally convinced dad that we only needed to watch the original trilogy   success,1
alternative health   herbs remedies feverfew   1   ounce bottle httpurl,1
rt    story now up   1 person dead   1 missing in barrhaven house fire   crews still battling flames httpurl,1
i  m crying rn httpurl,1
user   omnibeats httpurl,0
ye tbh that sucks   i live in a town like that but i also live 20min away from nyc so it  s not so bad,1
joe   the crusades   that is where this is heading   that  s clarity   i call it the huckabee   f     httpurl,0
you just make that,1
circle  s end   depression therapy   your health   all  s well for 2015     httpurl,1
oh my fucking god  face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy,1
no   dota kids have no life to begin with lol,0
rt    luke changed his ig username     i  m stuck in between a nightmare and lost dreams,1
rt    bellamy blake   youre pardoned for your crimes,0
relatable,0
longbaker httpurl,0
talk business   feelingdepressedtrythesehelpfuladviceandtips   httpurl,1
i did n t know i needed this until now   httpurl,1
around this time my freshman year i was diagnosed with depression    flushed_face,1
we have the strongest       degrading our military is another   sin against america   putin has one   1   aircr     httpurl,0
i hate you,0
rt    sex related risks judged more harshly than comparable  hazards     httpurl,1
i know my malware protection has expired   but i  m not ready to buy updated protection yet   so leave me alone,0
wow same thou,1
leading gop strategist labels trump and his supporters traitors via  httpurl,0
i just started reading it   and it  s very good thus far    httpurl,1
rt    you ain t lien  eyes  httpurl,1
the capital city machine   inc   httpurl,0
i  m not an asswipe   thank you,1
and to anyone who supports survivors or spreads awareness   thank you for giving survivors an outlet and a way to be heard,1
rt    baby baby baby,1
drugs   brains   and behavior   the science of addiction via nih   httpurl,1
pipe line to trump       let it be an arms race     it only takes one,0
scientists grow human brains in lab   depression treatments   httpurl,1
you know that shit makes me cough till i sweat,1
can t you evangelicals please try to stop kids   others being killed by gun toting people   i   e   nra favo     httpurl,0
aleph was thrown outside the center,0
this is what a perfect day of clean eating looks like via prevention   httpurl,1
not sure how a samurai sword could be so expensive   must  ve been forged with the blood of a thousand virgin samurais,0
yung boyfren na very supportive gopaytwin yong,0
rt    current status    hot_beverage   hot_beverage   hot_beverage,1
that doesnt even make sense but okay,0
i have a feeling you may go to sleep uphappy tonight bud,1
who made the rule that just because you  re neighbors   you have to acknowledge each other when you  re both in your driveways   yards   no,1
haha   relax   twitter is filled with annoying people   you need to start being selective with what you read,0
aleph furiously danced all around,0
i hope santa gives me a lightsaber tomorrow   uu uu or better yet   waking up with boxes of copic markers,0
rt    a 9   month old baby was once booked and fingerprinted on an attempted murder charge,1
it  s okay   hon     pat   i wo n t let her do anything to him,1
are you referring to moving the russian border like in ukraine   httpurl,0
legends only       httpurl,0
is anyone familiar with the side effects after cryotherapy   httpurl,1
we do n t miss the guilt from kissing and fondling behind each others backs,1
calums laugh is so damn cute,1
ac and heating repair installation naperville httpurl,0
wait i misread that   tang mana nya dia look japanese to you,0
isnt it funny how the people living in the outskirts are the ones deciding the fate of the people living in the city,0
social kill   no longer sadness   how to combat depression   httpurl,1
they worked msnbc   trump at the same time     did not disclose this fact     is that wrong   is it unlawful   als     httpurl,0
vote for zayn,0
whoever came up with this  shit is stupid,1
rt    very special    an air guitar promo   signed by all of    rt   follow to enter   winner monday   ht,1
the saint       judges everyone by high standard   but he has no standard for bill   he  s really a grouper       us     httpurl,0
the senate voted down a request for an authorization for the president   joe s   has bombarded the     httpurl,0
buddy       stop        face_with_tears_of_joy,0
rt    methane gas produced by cow farts   blew up a barn in germany,1
ima wake up n get me a job tomorrow   maybe not something i wanna do    but its something i need to do just keep praying me into school please,1
he is everything he is charged with   sorry   sad   sinful   narcissist   how can a sane person vote for this brute       httpurl,0
tbh i  m never bored   i   always   have something to do and even if nothing is apparently i create work for myself or i learn,1
rentalshop 30a httpurl,0
rt    i pray no girl is ever in a position where a man tells them whatever she has is because of him and she could n t do nothing h,0
rt    have a day   tom brady    httpurl,0
lol or spl or drow,0
user   flannery 76 httpurl,0
yep   everyone picked b   thankyou,0
if its meant to be it will be gopaytwin yong,0
bet i gotchu,0
rt    pulled up from deep tonight   fellas do n t be afraid to take that shot     httpurl,0
you do n t have to go at things alone   we  re all here to help and i know i  ll do everything in my power,1
government secret 101   iggy azalea is an escaped sim from an experimental portal that  s has been trying to communicate in her native language,1
its kinda ironic   no   white people say asians look the same   asians say white people look the same,0
super excited   i  ll finally get to see my gf   ldr   and live with one of my best friends and finally be back in europe and and,1
hahha   looks like someone  s getting fired,0
rt    bill nye in 9th grade science class httpurl,1
a racist monument representing usa will be builtbytrump   gop   you   i will pay for it   it  ll remind the world and us     httpurl,0
rt    happy birthday mumma   i love ya     httpurl,0
that  s one word   i would go further   traitor   stupid   evil   httpurl,0
led lights are bullshit,1
one stupid person       httpurl,0
rt    ah   spring     httpurl,1
how do you manage    crying_face,0
rt    i love you  gopayt dreamteamyong,0
i  m voting  for  at the,0
rt    thought i woke up next to a hot chick     it turned out to be lucas loxx,1
prayers needed please   i think im getting sick   the twins are already sick and i think i caught it from them,1
national access canada launches access to medical marihuana card   depression treatments   httpurl,1
not even for science,1
user  d rbrowns httpurl,0
fifteen k tweets tuesyong tilltheend,0
go to httpurl,1
publish place   whydoctorsrecommendantidepressantsforsmallchildren   httpurl,1
poor sleep may predict developmental problems    httpurl,1
linked to    httpurl,1
bay bound friday  bridge_at_night,0
rt    ya  ll sad bout a lion then go   eat a cow     im confused    httpurl,1
also accurate would be   pretends to be shocked   bc i knew she d like them once she watched       she was just blknded by,0
face_with_tears_of_joy   face_with_tears_of_joy   face_with_tears_of_joy  holy shit lmfao,1
which is why i  m going home today early and doing all that crap tomorrow,1
